epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
137,28004.9,0.01732,0.21115,0.72978,0.90371,0.60033,0.74054,0.52276,0.01916,0.22505,0.73738,0.000149486,0.000149486,0.000149486
138,28208.8,0.01727,0.21147,0.7289,0.90428,0.60035,0.7408,0.52292,0.01917,0.22513,0.73738,0.000143543,0.000143543,0.000143543
139,28402.8,0.01735,0.2121,0.7291,0.9044,0.60051,0.74121,0.52315,0.01917,0.22522,0.73736,0.00013771,0.00013771,0.00013771
140,28589.5,0.01721,0.2102,0.72904,0.9042,0.60026,0.74097,0.52298,0.01917,0.22525,0.7374,0.000131989,0.000131989,0.000131989
141,28774.7,0.01731,0.21121,0.72917,0.90386,0.60022,0.74105,0.5232,0.01916,0.22515,0.73738,0.000126382,0.000126382,0.000126382
142,28961.9,0.01719,0.20972,0.72855,0.90451,0.6003,0.74122,0.5233,0.01917,0.22524,0.73743,0.00012089,0.00012089,0.00012089
143,29147.8,0.01721,0.20976,0.72844,0.90432,0.60009,0.74118,0.52344,0.01916,0.22527,0.73742,0.000115516,0.000115516,0.000115516
144,29333.7,0.01715,0.20938,0.72914,0.90418,0.59988,0.74108,0.52356,0.01917,0.2253,0.73743,0.00011026,0.00011026,0.00011026
145,29520.5,0.01716,0.20867,0.72919,0.90438,0.60059,0.7415,0.52355,0.01917,0.22549,0.7374,0.000105125,0.000105125,0.000105125
146,29706.4,0.01716,0.20939,0.72942,0.90494,0.60007,0.74156,0.52356,0.01917,0.22559,0.73744,0.000100111,0.000100111,0.000100111
147,29892.6,0.01712,0.20887,0.72893,0.90445,0.60039,0.74147,0.52378,0.01917,0.22573,0.73743,9.52208e-05,9.52208e-05,9.52208e-05
148,30080.2,0.0171,0.20847,0.72891,0.90423,0.60002,0.74128,0.52374,0.01917,0.2256,0.73743,9.04556e-05,9.04556e-05,9.04556e-05
149,30267.6,0.01709,0.20809,0.72911,0.9034,0.60048,0.74161,0.52392,0.01917,0.2256,0.73742,8.58168e-05,8.58168e-05,8.58168e-05
150,30454.2,0.01708,0.20814,0.72894,0.90449,0.60058,0.74185,0.52386,0.01917,0.22578,0.73741,8.13058e-05,8.13058e-05,8.13058e-05
151,30641.1,0.01705,0.20808,0.72849,0.90374,0.60011,0.74158,0.52419,0.01918,0.22576,0.73743,7.69239e-05,7.69239e-05,7.69239e-05
152,30826.8,0.01703,0.20755,0.72913,0.90378,0.60034,0.74193,0.52435,0.01918,0.22582,0.73745,7.26725e-05,7.26725e-05,7.26725e-05
153,31012.2,0.01709,0.20838,0.7297,0.90465,0.60031,0.74208,0.5244,0.01918,0.22584,0.73743,6.85529e-05,6.85529e-05,6.85529e-05
154,31200.7,0.01696,0.20723,0.72793,0.90439,0.60031,0.7421,0.52458,0.01918,0.22585,0.73745,6.45663e-05,6.45663e-05,6.45663e-05
155,31390.1,0.01702,0.2072,0.72915,0.90413,0.60005,0.74184,0.52445,0.01918,0.22593,0.73747,6.07141e-05,6.07141e-05,6.07141e-05
156,31575.6,0.017,0.20722,0.72948,0.9046,0.60017,0.74232,0.52465,0.01918,0.22592,0.73745,5.69972e-05,5.69972e-05,5.69972e-05
157,31764.5,0.01693,0.20623,0.72821,0.90451,0.59993,0.74243,0.52506,0.01918,0.22597,0.73745,5.34169e-05,5.34169e-05,5.34169e-05
158,31951.1,0.01689,0.20596,0.72885,0.90443,0.60001,0.74228,0.52487,0.01917,0.22579,0.73746,4.99743e-05,4.99743e-05,4.99743e-05
159,32138.2,0.01694,0.20627,0.72833,0.90393,0.60026,0.74232,0.52514,0.01918,0.22612,0.73744,4.66703e-05,4.66703e-05,4.66703e-05
160,32354.8,0.0169,0.20541,0.7285,0.90402,0.60032,0.7425,0.52484,0.01918,0.22592,0.73743,4.35061e-05,4.35061e-05,4.35061e-05
161,32543.1,0.01694,0.20614,0.72825,0.90511,0.60003,0.74271,0.5253,0.01918,0.22608,0.73743,4.04826e-05,4.04826e-05,4.04826e-05
162,32731.3,0.01689,0.20554,0.72797,0.90496,0.60002,0.74276,0.52533,0.01919,0.22589,0.73746,3.76006e-05,3.76006e-05,3.76006e-05
163,32919.7,0.01691,0.2054,0.7277,0.90447,0.59979,0.74256,0.52535,0.01919,0.22605,0.73744,3.48611e-05,3.48611e-05,3.48611e-05
164,33105.4,0.01689,0.20487,0.72777,0.90538,0.60032,0.74294,0.52535,0.01918,0.2258,0.73745,3.22649e-05,3.22649e-05,3.22649e-05
165,33292.8,0.01691,0.20521,0.72793,0.9048,0.60016,0.74276,0.52547,0.01917,0.22578,0.73743,2.98129e-05,2.98129e-05,2.98129e-05
166,33479,0.01683,0.20485,0.7269,0.9045,0.60002,0.7428,0.52564,0.01917,0.22569,0.73746,2.75056e-05,2.75056e-05,2.75056e-05
167,33666.2,0.0169,0.20486,0.72787,0.90466,0.60011,0.7428,0.52552,0.01918,0.226,0.73745,2.5344e-05,2.5344e-05,2.5344e-05
168,33852,0.01688,0.20523,0.72745,0.90479,0.60029,0.74324,0.5258,0.01918,0.22595,0.73742,2.33285e-05,2.33285e-05,2.33285e-05
169,34037.8,0.01685,0.20421,0.72849,0.90485,0.60042,0.74339,0.52576,0.01918,0.22584,0.73746,2.14598e-05,2.14598e-05,2.14598e-05
170,34222.7,0.01682,0.20434,0.72832,0.90462,0.60023,0.74322,0.52577,0.01918,0.22576,0.73747,1.97386e-05,1.97386e-05,1.97386e-05
171,34443.1,0.01651,0.20053,0.72534,0.90463,0.60017,0.74319,0.52587,0.01918,0.226,0.73747,1.81652e-05,1.81652e-05,1.81652e-05
172,34626.4,0.01652,0.20077,0.7252,0.90461,0.60036,0.74323,0.52588,0.01918,0.22588,0.73749,1.67403e-05,1.67403e-05,1.67403e-05
173,34810.1,0.01655,0.20052,0.72584,0.90403,0.60012,0.74316,0.52587,0.01918,0.22591,0.73751,1.54641e-05,1.54641e-05,1.54641e-05
174,34997.8,0.01647,0.19971,0.72479,0.90418,0.60023,0.74329,0.52605,0.01919,0.22589,0.73753,1.43372e-05,1.43372e-05,1.43372e-05
